session_id,turn_number,idioma,texto_clean,nivel_frustracion,intencion,resolved
SESS-644925,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-644925,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-352539,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-352539,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-352539,3,es,esto es un robo,2,problema_pago,0
SESS-825035,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-825035,2,es,el codigo no llega,1,error_login,0
SESS-825035,3,es,es increible que no pueda acceder,2,error_login,0
SESS-814002,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-814002,2,es,el codigo no llega,1,error_login,0
SESS-814002,3,es,es increible que no pueda acceder,2,error_login,0
SESS-270231,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-270231,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-270231,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-797630,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-797630,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-797630,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-502134,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-502134,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-502134,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-532924,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-532924,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-532924,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-937296,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-937296,2,es,el codigo no llega,1,error_login,0
SESS-937296,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-808474,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-808474,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-808474,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-357383,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-357383,2,es,el codigo no llega,1,error_login,0
SESS-357383,3,es,es increible que no pueda acceder,2,error_login,0
SESS-942426,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-942426,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-942426,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-478950,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-478950,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-478950,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-372515,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-372515,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-372515,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-718046,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-718046,2,es,el codigo no llega,1,error_login,0
SESS-718046,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-926147,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-926147,2,es,el codigo no llega,1,error_login,0
SESS-926147,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-854937,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-854937,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-854937,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-675573,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-675573,2,es,el codigo no llega,1,error_login,0
SESS-675573,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-754995,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-754995,2,es,el codigo no llega,1,error_login,0
SESS-754995,3,es,es increible que no pueda acceder,2,error_login,0
SESS-229502,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-229502,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-229502,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-147423,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-147423,2,es,el codigo no llega,1,error_login,0
SESS-147423,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-393984,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-393984,2,es,el codigo no llega,1,error_login,0
SESS-393984,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-751757,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-751757,2,es,el codigo no llega,1,error_login,0
SESS-751757,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-887923,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-887923,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-887923,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-519775,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-519775,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-519775,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-688621,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-688621,2,es,el codigo no llega,1,error_login,0
SESS-688621,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-679551,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-679551,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-679551,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-546851,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-546851,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-546851,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-322646,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-322646,2,es,el codigo no llega,1,error_login,0
SESS-322646,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-401849,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-401849,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-401849,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-472995,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-472995,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-472995,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-382054,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-382054,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-382054,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-995988,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-995988,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-995988,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-164499,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-164499,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-164499,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-302443,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-302443,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-302443,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-865440,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-865440,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-865440,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-380751,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-380751,2,es,el codigo no llega,1,error_login,0
SESS-380751,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-374394,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-374394,2,es,el codigo no llega,1,error_login,0
SESS-374394,3,es,es increible que no pueda acceder,2,error_login,0
SESS-310264,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-310264,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-310264,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-779415,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-779415,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-779415,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-222751,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-222751,2,es,el codigo no llega,1,error_login,0
SESS-222751,3,es,es increible que no pueda acceder,2,error_login,0
SESS-395134,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-395134,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-395134,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-258552,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-258552,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-258552,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-604794,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-604794,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-604794,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-540986,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-540986,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-540986,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-600489,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-600489,2,es,el codigo no llega,1,error_login,0
SESS-600489,3,es,es increible que no pueda acceder,2,error_login,0
SESS-737204,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-737204,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-737204,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-784903,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-784903,2,es,el codigo no llega,1,error_login,0
SESS-784903,3,es,es increible que no pueda acceder,2,error_login,0
SESS-881981,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-881981,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-881981,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-824901,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-824901,2,es,el codigo no llega,1,error_login,0
SESS-824901,3,es,es increible que no pueda acceder,2,error_login,0
SESS-904082,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-904082,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-904082,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-725106,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-725106,2,es,el codigo no llega,1,error_login,0
SESS-725106,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-585357,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-585357,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-585357,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-787170,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-787170,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-787170,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-309271,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-309271,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-309271,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-556517,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-556517,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-556517,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-309369,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-309369,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-309369,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-819306,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-819306,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-819306,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-419079,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-419079,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-419079,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-962352,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-962352,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-962352,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-319970,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-319970,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-319970,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-535823,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-535823,2,es,el codigo no llega,1,error_login,0
SESS-535823,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-738029,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-738029,2,es,el codigo no llega,1,error_login,0
SESS-738029,3,es,es increible que no pueda acceder,2,error_login,0
SESS-663850,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-663850,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-663850,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-892895,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-892895,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-892895,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-511540,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-511540,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-511540,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-687756,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-687756,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-687756,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-968795,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-968795,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-968795,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-118938,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-118938,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-118938,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-515190,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-515190,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-515190,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-664895,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-664895,2,es,el codigo no llega,1,error_login,0
SESS-664895,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-130603,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-130603,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-130603,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-412244,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-412244,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-412244,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-574377,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-574377,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-574377,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-802523,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-802523,2,es,el codigo no llega,1,error_login,0
SESS-802523,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-694760,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-694760,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-694760,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-195458,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-195458,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-195458,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-723077,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-723077,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-723077,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-966169,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-966169,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-966169,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-680345,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-680345,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-680345,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-914702,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-914702,2,es,el codigo no llega,1,error_login,0
SESS-914702,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-496752,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-496752,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-496752,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-131173,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-131173,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-131173,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-581846,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-581846,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-581846,3,es,esto es un robo,2,problema_pago,0
SESS-899786,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-899786,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-899786,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-950976,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-950976,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-950976,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-954320,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-954320,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-954320,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-268701,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-268701,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-268701,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-358770,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-358770,2,es,el codigo no llega,1,error_login,0
SESS-358770,3,es,es increible que no pueda acceder,2,error_login,0
SESS-181363,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-181363,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-181363,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-620691,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-620691,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-620691,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-361066,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-361066,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-361066,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-237786,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-237786,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-237786,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-217560,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-217560,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-217560,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-207340,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-207340,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-207340,3,es,esto es un robo,2,problema_pago,0
SESS-284074,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-284074,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-284074,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-126253,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-126253,2,es,el codigo no llega,1,error_login,0
SESS-126253,3,es,es increible que no pueda acceder,2,error_login,0
SESS-769612,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-769612,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-769612,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-360384,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-360384,2,es,el codigo no llega,1,error_login,0
SESS-360384,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-929510,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-929510,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-929510,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-116968,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-116968,2,es,el codigo no llega,1,error_login,0
SESS-116968,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-326485,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-326485,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-326485,3,es,esto es un robo,2,problema_pago,0
SESS-289412,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-289412,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-289412,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-412880,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-412880,2,es,el codigo no llega,1,error_login,0
SESS-412880,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-292793,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-292793,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-292793,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-229998,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-229998,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-229998,3,es,esto es un robo,2,problema_pago,0
SESS-180041,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-180041,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-180041,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-338686,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-338686,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-338686,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-147319,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-147319,2,es,el codigo no llega,1,error_login,0
SESS-147319,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-814723,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-814723,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-814723,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-225799,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-225799,2,es,el codigo no llega,1,error_login,0
SESS-225799,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-817854,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-817854,2,es,el codigo no llega,1,error_login,0
SESS-817854,3,es,es increible que no pueda acceder,2,error_login,0
SESS-614618,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-614618,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-614618,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-207352,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-207352,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-207352,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-350527,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-350527,2,es,el codigo no llega,1,error_login,0
SESS-350527,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-339553,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-339553,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-339553,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-223273,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-223273,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-223273,3,es,esto es un robo,2,problema_pago,0
SESS-491127,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-491127,2,es,el codigo no llega,1,error_login,0
SESS-491127,3,es,es increible que no pueda acceder,2,error_login,0
SESS-227434,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-227434,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-227434,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-863495,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-863495,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-863495,3,es,me rindo con este servicio,2,cambio_plan,0
SESS-317719,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-317719,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-317719,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-183677,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-183677,2,es,el codigo no llega,1,error_login,0
SESS-183677,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-696291,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-696291,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-696291,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-599624,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-599624,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-599624,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-515127,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-515127,2,es,el codigo no llega,1,error_login,0
SESS-515127,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-983965,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-983965,2,es,el codigo no llega,1,error_login,0
SESS-983965,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-328827,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-328827,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-328827,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-186919,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-186919,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-186919,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-319163,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-319163,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-319163,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-131447,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-131447,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-131447,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-124902,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-124902,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-124902,3,es,son pesimos repartiendo,2,logistica_envio,0
SESS-735394,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-735394,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-735394,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-570037,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-570037,2,es,el codigo no llega,1,error_login,0
SESS-570037,3,es,es increible que no pueda acceder,2,error_login,0
SESS-655200,1,es,tengo un problema con un cobro,0,problema_pago,0
SESS-655200,2,es,nadie me ayuda con el cobro doble,1,problema_pago,0
SESS-655200,3,es,tengo un problema con un cobro,0,problema_pago,1
SESS-579685,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-579685,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-579685,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-267956,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-267956,2,es,el codigo no llega,1,error_login,0
SESS-267956,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-205609,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-205609,2,es,el codigo no llega,1,error_login,0
SESS-205609,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-707479,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-707479,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-707479,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-873403,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-873403,2,es,el codigo no llega,1,error_login,0
SESS-873403,3,es,no puedo entrar a mi cuenta,0,error_login,1
SESS-646844,1,es,quiero cambiar mi plan,0,cambio_plan,0
SESS-646844,2,es,el sistema no me deja actualizar,1,cambio_plan,0
SESS-646844,3,es,quiero cambiar mi plan,0,cambio_plan,1
SESS-488493,1,es,donde esta mi pedido,0,logistica_envio,0
SESS-488493,2,es,llevo dias esperando y nada,1,logistica_envio,0
SESS-488493,3,es,donde esta mi pedido,0,logistica_envio,1
SESS-909593,1,es,no puedo entrar a mi cuenta,0,error_login,0
SESS-909593,2,es,el codigo no llega,1,error_login,0
